time_col,id_col,y_col
1998,1,5.95754337310791
1998,1,4.38145351409912
1998,1,2.97729802131653
1998,1,2.580486536026
1998,1,2.8742516040802
1998,1,3.68640947341919
1998,1,3.83233523368835
1998,1,2.32216119766235
1998,1,4.02004814147949
1998,1,4.77935314178467
1998,1,0.0
1998,1,3.18623542785645
1998,1,0.102080270648003
1998,1,3.69255352020264
1998,1,4.17793083190918
1998,1,2.71174192428589
1998,1,1.15474438667297
1998,1,11.5334005355835
1998,1,3.9065990447998
1998,1,2.32000613212585
1998,1,0.343057423830032
1998,1,0.579885244369507
1998,1,0.342520326375961
1998,1,8.12756443023682
1998,1,3.69255352020264
1998,1,4.25729560852051
1998,1,5.1172308921814
1998,1,7.36526966094971
1998,1,0.342520326375961
1998,1,0.806467056274414
1998,1,5.29614162445068
1998,1,3.23137187957764
1998,1,7.66467046737671
1998,1,0.0
1998,1,2.24653077125549
1998,1,7.06555652618408
1998,1,1.56308150291443
1998,1,6.69892072677612
1998,1,0.365458905696869
1998,1,2.036128282547
1998,1,0.0
1998,1,3.96352815628052
1998,1,3.56064701080322
1998,1,3.5478732585907
1998,1,0.458825677633286
1998,1,1.1059228181839
1998,1,7.35020446777344
1998,1,3.8092896938324
1998,1,6.86126804351807
1998,1,2.79121708869934
1998,1,14.4212875366211
1998,1,6.21315908432007
1998,1,3.23137187957764
1998,1,1.93333852291107
1998,1,7.61510276794434
1998,1,0.851459085941315
1998,1,3.18623542785645
1998,1,8.20496940612793
1998,1,0.59435361623764
1998,1,6.2275447845459
1998,1,4.83854532241821
1998,1,0.0
1998,1,2.02177572250366
1998,1,9.44345569610596
1998,1,1.1304988861084
1998,1,0.0783126205205917
1998,1,0.139594689011574
1998,1,2.71467852592468
1998,1,0.0
1998,1,0.240575894713402
1998,1,0.0
1998,1,1.27557802200317
1998,1,3.16337919235229
1998,1,0.0
1998,1,7.35351037979126
1998,1,2.75449109077454
1998,1,0.0
1998,1,1.48864901065826
1998,1,2.27784442901611
1998,1,3.23353290557861
1998,1,1.8608113527298
1998,1,1.56625247001648
1998,1,0.0
1998,1,1.16571855545044
1998,1,2.1250376701355
1998,1,0.0
1998,1,6.69892072677612
1998,1,4.64432239532471
1998,1,1.4371258020401
1998,1,3.00332832336426
1998,1,1.39560854434967
1998,1,0.538922131061554
1998,1,1.48864901065826
1998,1,1.62704515457153
1998,1,0.342864125967026
1998,1,1.17508816719055
1998,1,21.9014492034912
1998,1,1.23848593235016
1998,1,0.0
1998,1,4.93114995956421
1998,1,2.54976654052734
1998,1,1.83773624897003
1998,1,2.70336699485779
1998,1,4.1534948348999
1998,1,3.33251047134399
1998,1,3.07200789451599
1998,1,1.53064346313477
1998,1,1.60192918777466
1998,1,4.18682527542114
1998,1,3.62858200073242
1998,1,0.959322571754456
1998,1,0.804268836975098
1998,1,1.27557802200317
1998,1,1.27449417114258
1998,1,3.8649275302887
