store,sales,week
1,1643690.9,1
1,1641957.44,2
1,1611968.17,3
1,1409727.59,4
1,1554806.68,5
1,1439541.59,6
1,1472515.79,7
1,1404429.92,8
1,1594968.28,9
1,1545418.53,10
1,1466058.28,11
1,1391256.12,12
1,1425100.71,13
1,1603955.12,14
1,1494251.5,15
1,1399662.07,16
1,1432069.95,17
1,1615524.71,18
1,1542561.09,19
1,1503284.06,20
1,1422711.6,21
1,1492418.14,22
1,1546074.18,23
1,1448938.92,24
1,1385065.2,25
1,1371986.6,26
1,1605491.78,27
1,1508237.76,28
1,1513080.49,29
1,1449142.92,30
1,1540163.53,31
1,1507460.69,32
1,1430378.67,33
1,1351791.03,34
1,1453329.5,35
1,1508239.93,36
1,1459409.1,37
1,1345454.0,38
1,1384209.22,39
1,1551659.28,40
1,1494479.49,41
1,1483784.18,42
1,1955624.11,43
1,1548033.78,44
1,1682614.26,45
1,1891034.93,46
1,2387950.2,47
1,1367320.01,48
1,1444732.28,49
1,1391013.96,50
1,1327405.42,51
1,1316899.31,52
1,1606629.58,53
1,1649614.93,54
1,1686842.78,55
1,1456800.28,56
1,1636263.41,57
1,1553191.63,58
1,1576818.06,59
1,1541102.38,60
1,1495064.75,61
1,1614259.35,62
1,1559889.0,63
1,1564819.81,64
1,1455090.69,65
1,1629391.28,66
1,1604775.58,67
1,1428218.27,68
1,1466046.67,69
1,1635078.41,70
1,1588948.32,71
1,1532114.86,72
1,1438830.15,73
1,1488538.09,74
1,1534849.64,75
1,1455119.97,76
1,1396926.82,77
1,1352219.79,78
1,1624383.75,79
1,1525147.09,80
1,1530761.43,81
1,1464693.46,82
1,1550229.22,83
1,1540471.24,84
1,1514259.78,85
1,1380020.27,86
1,1394561.83,87
1,1630989.95,88
1,1493525.93,89
1,1502562.78,90
1,1445249.09,91
1,1697229.58,92
1,1594938.89,93
1,1539483.7,94
1,2033320.66,95
1,1584083.95,96
1,1799682.38,97
1,1881176.67,98
1,2270188.99,99
1,1497462.72,100
1,1550369.92,101
1,1459601.17,102
1,1394393.84,103
1,1319325.59,104
1,1636339.65,105
1,1802477.43,106
1,1819870.0,107
1,1539387.83,108
1,1688420.76,109
1,1675431.16,110
1,1677472.78,111
1,1511068.07,112
1,1649604.63,113
1,1899676.88,114
1,1621031.7,115
1,1521577.87,116
1,1468928.37,117
1,1684519.99,118
1,1611096.05,119
1,1595901.87,120
1,1555444.55,121
1,1624477.58,122
1,1697230.96,123
1,1630607.0,124
1,1527845.81,125
1,1540421.49,126
1,1769854.16,127
1,1527014.04,128
1,1497954.76,129
1,1439123.71,130
1,1631135.79,131
1,1592409.97,132
1,1597868.05,133
1,1494122.38,134
1,1582083.4,135
1,1661767.33,136
1,1517428.87,137
1,1506126.06,138
1,1437059.26,139
1,1670785.97,140
1,1573072.81,141
1,1508068.77,142
1,1493659.74,143
2,2136989.46,1
2,2137809.5,2
2,2124451.54,3
2,1865097.27,4
2,1991013.13,5
2,1990483.78,6
2,1946070.88,7
2,1750197.81,8
2,2066187.72,9
2,1954689.21,10
2,1874957.94,11
2,1821990.93,12
2,1802450.29,13
2,2042581.71,14
2,1880752.36,15
2,1896937.1,16
2,1957113.89,17
2,2102539.93,18
2,2025538.76,19
2,2001636.96,20
2,1939927.09,21
2,2003940.64,22
2,1880902.62,23
2,1845879.79,24
2,1781717.71,25
2,1804246.16,26
2,1991909.98,27
2,1895601.05,28
2,1964335.23,29
2,1863840.49,30
2,1904608.09,31
2,1839128.83,32
2,1793903.6,33
2,1724557.22,34
2,1827440.43,35
2,1849921.44,36
2,1794355.49,37
2,1737947.64,38
2,1802755.11,39
2,1939061.41,40
2,1916812.74,41
2,1956739.17,42
2,2658725.29,43
2,2015781.27,44
2,2378726.55,45
2,2609166.75,46
2,3436007.68,47
2,1750434.55,48
2,1758050.79,49
2,1744193.58,50
2,1751384.9,51
2,1695371.68,52
2,1929346.23,53
2,2168041.61,54
2,2080884.82,55
2,1833511.08,56
2,1981607.78,57
2,1879107.31,58
2,1902557.66,59
2,1766162.05,60
2,1800171.36,61
2,1847552.61,62
2,1856467.84,63
2,1886339.6,64
2,1745545.28,65
2,1837743.6,66
2,1838513.07,67
2,1688281.86,68
2,1797732.56,69
2,1933756.21,70
2,1929153.16,71
2,1953771.99,72
2,1790925.8,73
2,1866243.0,74
2,1853161.99,75
2,1785187.29,76
2,1743816.41,77
2,1680693.06,78
2,1876704.26,79
2,1812768.26,80
2,1844094.59,81
2,1821139.91,82
2,1809119.7,83
2,1748000.65,84
2,1691439.52,85
2,1669299.78,86
2,1650394.44,87
2,1837553.43,88
2,1743882.19,89
2,1834680.25,90
2,1769296.25,91
2,1959707.9,92
2,1920725.15,93
2,1902762.5,94
2,2614202.3,95
2,1954952.0,96
2,2290549.32,97
2,2432736.52,98
2,3224369.8,99
2,1874226.52,100
2,1799520.14,101
2,1744725.48,102
2,1711769.11,103
2,1660906.14,104
2,1935299.94,105
2,2103322.68,106
2,2196688.46,107
2,1861802.7,108
2,1952555.66,109
2,1937628.26,110
2,1976082.13,111
2,1790439.16,112
2,1857480.84,113
2,2129035.91,114
2,1935869.1,115
2,1847344.45,116
2,1764133.09,117
2,1923957.09,118
2,1917520.99,119
2,2000940.67,120
2,1912791.09,121
2,1910092.37,122
2,2010216.49,123
2,1962924.3,124
2,1887733.21,125
2,1881046.12,126
2,2041507.4,127
2,1830075.13,128
2,1819666.46,129
2,1757923.88,130
2,1946104.64,131
2,1866719.96,132
2,1928016.01,133
2,1876788.15,134
2,1947083.3,135
2,1898777.07,136
2,1814806.63,137
2,1829415.67,138
2,1746470.56,139
2,1998321.04,140
2,1900745.13,141
2,1847990.41,142
2,1834458.35,143
3,461622.22,1
3,420728.96,2
3,421642.19,3
3,407204.86,4
3,415202.04,5
3,384200.69,6
3,375328.59,7
3,359949.27,8
3,423294.4,9
3,415870.28,10
3,354993.26,11
3,339976.65,12
3,361248.39,13
3,399323.86,14
3,384357.94,15
3,343763.17,16
3,350089.23,17
3,396968.8,18
3,355017.09,19
3,364076.85,20
3,357346.48,21
3,381151.72,22
3,349214.18,23
3,352728.78,24
3,352864.49,25
3,347955.05,26
3,402635.76,27
3,339597.38,28
3,351728.21,29
3,362134.09,30
3,366473.97,31
3,352260.97,32
3,363064.64,33
3,355626.87,34
3,358784.1,35
3,395107.35,36
3,345584.39,37
3,348895.98,38
3,348591.74,39
3,423175.56,40
3,386635.03,41
3,372545.32,42
3,565567.84,43
3,476420.77,44
3,467642.03,45
3,498159.39,46
3,605990.41,47
3,382677.76,48
3,378241.34,49
3,381061.1,50
3,350876.7,51
3,364866.24,52
3,438516.53,53
3,430526.21,54
3,432782.1,55
3,397211.19,56
3,437084.51,57
3,404753.3,58
3,392109.51,59
3,380683.67,60
3,374556.08,61
3,384075.31,62
3,366250.69,63
3,391860.04,64
3,367405.4,65
3,413042.12,66
3,386312.68,67
3,364603.13,68
3,369350.6,69
3,394507.84,70
3,391638.75,71
3,403423.34,72
3,385520.71,73
3,368962.72,74
3,395146.24,75
3,373454.33,76
3,360617.37,77
3,345381.29,78
3,409981.25,79
3,380376.85,80
3,379716.91,81
3,366367.55,82
3,375988.69,83
3,377347.49,84
3,375629.51,85
3,365248.94,86
3,368477.93,87
3,403342.4,88
3,368282.57,89
3,394976.36,90
3,389540.62,91
3,459443.22,92
3,407764.25,93
3,398838.97,94
3,556925.19,95
3,472511.32,96
3,468772.8,97
3,510747.62,98
3,551221.21,99
3,410553.88,100
3,398178.21,101
3,367438.62,102
3,365818.61,103
3,349518.1,104
3,424960.66,105
3,473292.47,106
3,475591.08,107
3,418925.47,108
3,469752.56,109
3,445162.05,110
3,411775.8,111
3,413907.25,112
3,407488.84,113
3,503232.13,114
3,420789.74,115
3,434822.13,116
3,394616.11,117
3,439913.57,118
3,431985.36,119
3,418112.76,120
3,413701.29,121
3,432268.53,122
3,446336.8,123
3,442074.79,124
3,419497.95,125
3,422965.33,126
3,411206.5,127
3,416913.1,128
3,432424.85,129
3,389427.9,130
3,419990.29,131
3,391811.6,132
3,394918.83,133
3,412449.67,134
3,408838.73,135
3,408229.73,136
3,407589.16,137
3,414392.09,138
3,389813.02,139
3,443557.65,140
3,410804.39,141
3,424513.08,142
3,405432.7,143
4,2135143.87,1
4,2188307.39,2
4,2049860.26,3
4,1925728.84,4
4,1971057.44,5
4,1894324.09,6
4,1897429.36,7
4,1762539.3,8
4,1979247.12,9
4,1818452.72,10
4,1851519.69,11
4,1802677.9,12
4,1817273.28,13
4,2000626.14,14
4,1875597.28,15
4,1903752.6,16
4,1857533.7,17
4,1903290.58,18
4,1870619.23,19
4,1929736.35,20
4,1846651.95,21
4,1881337.21,22
4,1812208.22,23
4,1898427.66,24
4,1848426.78,25
4,1796637.61,26
4,1907638.58,27
4,2007050.75,28
4,1997181.09,29
4,1848403.92,30
4,1935857.58,31
4,1865820.81,32
4,1899959.61,33
4,1810684.68,34
4,1842821.02,35
4,1951494.85,36
4,1867345.09,37
4,1927610.06,38
4,1933333.0,39
4,2013115.79,40
4,1999794.26,41
4,2097809.4,42
4,2789469.45,43
4,2102530.17,44
4,2302504.86,45
4,2740057.14,46
4,3526713.39,47
4,1794868.74,48
4,1862476.27,49
4,1865502.46,50
4,1886393.94,51
4,1814240.85,52
4,2119086.04,53
4,2187847.29,54
4,2316495.56,55
4,2078094.69,56
4,2103455.75,57
4,2039818.41,58
4,2116475.38,59
4,1944164.32,60
4,1900246.47,61
4,2074953.46,62
4,1960587.76,63
4,2220600.76,64
4,1878167.44,65
4,2063682.76,66
4,2002362.37,67
4,2015563.48,68
4,1986597.95,69
4,2065377.15,70
4,2073951.38,71
4,2141210.62,72
4,2008344.92,73
4,2051533.53,74
4,2066541.86,75
4,2049046.95,76
4,2036231.39,77
4,1989674.07,78
4,2160057.39,79
4,2105668.74,80
4,2232892.1,81
4,1988490.21,82
4,2078420.31,83
4,2093139.01,84
4,2075577.33,85
4,2031406.41,86
4,1929486.63,87
4,2166737.65,88
4,2074548.85,89
4,2207742.13,90
4,2151659.59,91
4,2281217.31,92
4,2203028.96,93
4,2243946.59,94
4,3004702.33,95
4,2180999.26,96
4,2508955.24,97
4,2771397.17,98
4,3676388.98,99
4,2007105.86,100
4,2047766.07,101
4,1941676.61,102
4,2005097.76,103
4,1928720.51,104
4,2173373.91,105
4,2374660.64,106
4,2427640.17,107
4,2226662.17,108
4,2206319.9,109
4,2202450.81,110
4,2214967.44,111
4,2091592.54,112
4,2089381.77,113
4,2470206.13,114
4,2105301.39,115
4,2144336.89,116
4,2064065.66,117
4,2196968.33,118
4,2127661.17,119
4,2207214.81,120
4,2154137.67,121
4,2179360.94,122
4,2245257.18,123
4,2234190.93,124
4,2197299.65,125
4,2128362.92,126
4,2224499.28,127
4,2100252.61,128
4,2175563.69,129
4,2048613.65,130
4,2174514.13,131
4,2193367.69,132
4,2283540.3,133
4,2125241.68,134
4,2081181.35,135
4,2125104.72,136
4,2117854.6,137
4,2119438.53,138
4,2027620.23,139
4,2209835.43,140
4,2133026.07,141
4,2097266.85,142
4,2149594.46,143
5,317173.1,1
5,311825.7,2
5,303447.57,3
5,270281.63,4
5,288855.71,5
5,297293.59,6
5,281706.41,7
5,273282.97,8
5,331406.0,9
5,328020.49,10
5,306858.69,11
5,288839.73,12
5,298697.84,13
5,333522.6,14
5,296673.77,15
5,301615.49,16
5,310013.11,17
5,337825.89,18
5,296641.91,19
5,313795.6,20
5,295257.3,21
5,305993.27,22
5,291808.87,23
5,280701.7,24
5,274742.63,25
5,268929.03,26
5,303043.02,27
5,286477.35,28
5,287205.38,29
5,288519.75,30
5,323798.0,31
5,306533.08,32
5,282558.65,33
5,293131.58,34
5,283178.12,35
5,290494.85,36
5,280681.2,37
5,284988.27,38
5,278031.81,39
5,325310.3,40
5,301827.36,41
5,297384.81,42
5,488362.61,43
5,344490.88,44
5,352811.53,45
5,367801.19,46
5,466010.25,47
5,298180.18,48
5,286347.26,49
5,260636.71,50
5,275313.34,51
5,279088.39,52
5,329613.2,53
5,311590.54,54
5,356622.61,55
5,294659.5,56
5,329033.66,57
5,293098.1,58
5,312177.67,59
5,294732.5,60
5,314316.55,61
5,307333.62,62
5,307913.58,63
5,328415.44,64
5,307291.56,65
5,322904.68,66
5,290930.01,67
5,299614.33,68
5,297149.69,69
5,329183.92,70
5,304984.14,71
5,304811.82,72
5,302881.64,73
5,327093.89,74
5,310804.93,75
5,283248.62,76
5,292539.73,77
5,275142.17,78
5,317738.56,79
5,289886.16,80
5,303643.84,81
5,310338.17,82
5,315645.53,83
5,321110.22,84
5,278529.71,85
5,291024.98,86
5,292315.38,87
5,309111.47,88
5,286117.72,89
5,306069.18,90
5,307035.11,91
5,353652.23,92
5,311906.7,93
5,307944.37,94
5,507900.07,95
5,376225.61,96
5,367433.77,97
5,379530.3,98
5,458562.24,99
5,349624.88,100
5,312078.71,101
5,291454.52,102
5,287523.98,103
5,295974.22,104
5,333948.0,105
5,349239.88,106
5,356427.98,107
5,312220.47,108
5,359206.21,109
5,347295.6,110
5,339392.54,111
5,321299.99,112
5,331318.73,113
5,402985.7,114
5,351832.03,115
5,330063.06,116
5,324839.74,117
5,360932.69,118
5,333870.52,119
5,336189.66,120
5,341994.48,121
5,359867.8,122
5,341704.59,123
5,327383.64,124
5,325041.68,125
5,329658.1,126
5,341214.43,127
5,316203.64,128
5,321205.12,129
5,306827.36,130
5,324195.17,131
5,306759.7,132
5,314014.18,133
5,320831.36,134
5,344642.01,135
5,350648.91,136
5,299800.67,137
5,307306.76,138
5,310141.68,139
5,343048.29,140
5,325345.41,141
5,313358.15,142
5,319550.77,143
6,1652635.1,1
6,1606283.86,2
6,1567138.07,3
6,1432953.21,4
6,1601348.82,5
6,1558621.36,6
6,1693058.91,7
6,1472033.38,8
6,1770333.9,9
6,1667181.82,10
6,1519846.36,11
6,1540435.99,12
6,1498080.16,13
6,1619920.04,14
6,1524059.4,15
6,1531938.44,16
6,1644470.66,17
6,1857380.09,18
6,1685652.35,19
6,1677248.24,20
6,1640681.88,21
6,1759777.25,22
6,1690317.99,23
6,1560120.8,24
6,1585240.92,25
6,1532308.78,26
6,1633241.59,27
6,1547654.98,28
6,1539930.5,29
6,1450766.12,30
6,1510925.32,31
6,1424225.44,32
6,1308537.75,33
6,1275591.84,34
6,1328468.89,35
6,1360317.9,36
6,1344580.92,37
6,1332716.53,38
6,1385323.7,39
6,1505442.15,40
6,1495536.46,41
6,1518841.45,42
6,2267452.4,43
6,1677067.24,44
6,1834737.58,45
6,2090268.95,46
6,2727575.18,47
6,1464050.02,48
6,1350441.68,49
6,1306194.55,50
6,1261253.18,51
6,1287034.7,52
6,1514999.17,53
6,1486920.17,54
6,1572117.54,55
6,1422600.43,56
6,1502617.99,57
6,1494497.39,58
6,1685375.47,59
6,1438465.81,60
6,1459276.77,61
6,1534594.0,62
6,1448797.02,63
6,1639358.93,64
6,1479249.9,65
6,1504651.57,66
6,1453185.65,67
6,1382783.83,68
6,1523979.11,69
6,1705506.29,70
6,1598643.65,71
6,1622150.33,72
6,1543365.9,73
6,1694551.15,74
6,1709373.62,75
6,1526801.24,76
6,1526506.08,77
6,1483991.05,78
6,1601584.57,79
6,1484995.38,80
6,1493544.04,81
6,1420405.41,82
6,1481618.74,83
6,1483574.38,84
6,1351407.79,85
6,1336044.75,86
6,1307551.92,87
6,1481739.2,88
6,1386520.99,89
6,1417922.37,90
6,1419445.12,91
6,1523420.38,92
6,1536176.54,93
6,1524390.07,94
6,2249811.55,95
6,1688531.34,96
6,1903385.14,97
6,2034695.56,98
6,2644633.02,99
6,1598080.52,100
6,1395339.71,101
6,1344243.17,102
6,1326255.7,103
6,1315610.66,104
6,1496305.78,105
6,1620603.92,106
6,1632616.09,107
6,1465187.71,108
6,1550385.65,109
6,1569304.4,110
6,1748010.29,111
6,1495143.62,112
6,1508933.26,113
6,1840131.19,114
6,1616394.45,115
6,1456073.24,116
6,1456221.1,117
6,1543461.12,118
6,1517075.67,119
6,1513635.64,120
6,1603793.42,121
6,1681121.38,122
6,1696619.52,123
6,1642247.48,124
6,1618272.25,125
6,1648863.46,126
6,1876359.39,127
6,1588142.26,128
6,1574361.97,129
6,1513229.16,130
6,1627274.93,131
6,1588380.73,132
6,1543049.52,133
6,1501095.49,134
6,1577439.81,135
6,1608077.01,136
6,1375166.86,137
6,1425603.65,138
6,1369131.46,139
6,1518177.71,140
6,1459396.84,141
6,1436883.99,142
6,1431426.34,143
7,496725.44,1
7,524104.92,2
7,506760.54,3
7,496083.24,4
7,491419.55,5
7,480452.1,6
7,574450.23,7
7,514731.6,8
7,561145.14,9
7,484263.25,10
7,406228.19,11
7,404751.25,12
7,373655.61,13
7,395453.83,14
7,372673.61,15
7,395195.65,16
7,442734.55,17
7,509183.22,18
7,498580.87,19
7,481144.09,20
7,553714.87,21
7,575570.77,22
7,593462.34,23
7,557166.35,24
7,570231.21,25
7,603547.16,26
7,643854.17,27
7,598185.4,28
7,582353.17,29
7,554309.24,30
7,532765.05,31
7,535769.32,32
7,489408.53,33
7,488008.83,34
7,448998.73,35
7,480239.88,36
7,463370.48,37
7,472450.81,38
7,465493.15,39
7,480512.44,40
7,507584.29,41
7,482528.36,42
7,835189.26,43
7,552811.62,44
7,599730.07,45
7,716388.81,46
7,1045124.88,47
7,729572.08,48
7,661163.94,49
7,547384.9,50
7,521539.46,51
7,513372.17,52
7,558027.77,53
7,559903.13,54
7,572387.47,55
7,546690.84,56
7,551378.39,57
7,558963.83,58
7,635014.69,59
7,559061.58,60
7,513409.67,61
7,500552.16,62
7,423380.14,63
7,466594.89,64
7,410429.73,65
7,407012.47,66
7,414094.05,67
7,424670.98,68
7,457216.87,69
7,542295.37,70
7,621099.95,71
7,610991.35,72
7,640043.97,73
7,704344.21,74
7,761793.94,75
7,642748.21,76
7,688043.96,77
7,653382.62,78
7,695392.84,79
7,670670.46,80
7,645156.21,81
7,629994.47,82
7,592355.24,83
7,613135.23,84
7,558981.45,85
7,536144.81,86
7,488880.26,87
7,525866.36,88
7,501959.19,89
7,558691.43,90
7,527339.52,91
7,564536.01,92
7,556015.59,93
7,539826.56,94
7,949075.87,95
7,591907.88,96
7,653845.45,97
7,720242.19,98
7,1059715.27,99
7,815915.52,100
7,713117.66,101
7,593875.46,102
7,578002.85,103
7,541037.98,104
7,580453.32,105
7,563460.77,106
7,620908.18,107
7,603041.14,108
7,551058.13,109
7,579166.5,110
7,669205.73,111
7,615997.29,112
7,583322.2,113
7,621425.98,114
7,517420.23,115
7,457340.06,116
7,467827.75,117
7,465198.89,118
7,460397.41,119
7,468428.3,120
7,532739.77,121
7,598495.02,122
7,642963.75,123
7,666942.02,124
7,687344.68,125
7,704335.41,126
7,805642.61,127
7,694150.89,128
7,686345.69,129
7,686365.4,130
7,680954.81,131
7,675926.3,132
7,642450.4,133
7,609099.37,134
7,586467.16,135
7,597876.55,136
7,541120.2,137
7,530842.25,138
7,525545.76,139
7,505830.56,140
7,503463.93,141
7,516424.83,142
7,495543.28,143
8,1004137.09,1
8,994801.4,2
8,963960.37,3
8,847592.11,4
8,881503.95,5
8,860336.16,6
8,839911.0,7
8,772539.12,8
8,914500.91,9
8,916033.92,10
8,882917.12,11
8,850440.26,12
8,778672.64,13
8,916820.96,14
8,873337.84,15
8,818333.21,16
8,868041.56,17
8,958225.41,18
8,914835.86,19
8,869922.56,20
8,814919.11,21
8,852333.75,22
8,845289.77,23
8,848630.57,24
8,785515.88,25
8,787295.09,26
8,893399.77,27
8,867919.21,28
8,870676.44,29
8,888816.78,30
8,899036.47,31
8,831425.2,32
8,836707.85,33
8,773725.08,34
8,804105.49,35
8,870349.86,36
8,826546.96,37
8,836419.14,38
8,830756.76,39
8,927266.34,40
8,911538.98,41
8,885608.04,42
8,1261693.16,43
8,952766.93,44
8,1069061.63,45
8,1220579.55,46
8,1511641.09,47
8,773586.49,48
8,873065.23,49
8,809646.66,50
8,822668.23,51
8,782256.66,52
8,944594.78,53
8,996147.39,54
8,1065108.64,55
8,917317.15,56
8,935266.43,57
8,900387.29,58
8,898289.14,59
8,827968.36,60
8,878762.3,61
8,949825.83,62
8,908278.74,63
8,937473.13,64
8,855014.77,65
8,941457.34,66
8,895763.41,67
8,836049.89,68
8,857939.41,69
8,929222.16,70
8,897309.41,71
8,922048.41,72
8,864881.24,73
8,883683.35,74
8,861965.12,75
8,849925.37,76
8,829902.42,77
8,807082.19,78
8,892393.77,79
8,856796.1,80
8,895066.5,81
8,912542.82,82
8,891387.14,83
8,848358.09,84
8,870971.82,85
8,806444.29,86
8,809049.37,87
8,929976.55,88
8,863188.26,89
